Artikelnummer	Kurzbez.	Lagerware	Warengruppe	Warenuntergruppe	Langtext	Artikelhinweis	Abmessungen	Sockel	Lichtfarbe	Leistung	Lichtstrom	CRI	Anzahl LEDs	LED Typ	Abstrahlwinkel	Optik	Gehäuse	Farbe	Gewicht	Eingangsspannung	Powerfaktor	Schutzart	Betriebstemperatur	Luftfeuchtigkeit	Lifetime	Garantie	Zertifikate
16614	DLVA-160-CLL040-840-F		LED Downlights	LED Downlights VARIO	DLVA-160-CLL040-840-F     LED Downlight VARIO CLL040 4000K Ra85 weiss Flood Beam		Ø160, ØDA152, ET137		4000K			85	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	720	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16616	DLVA-160-CLL040-940-M		LED Downlights	LED Downlights VARIO	DLVA-160-CLL040-940-M     LED Downlight VARIO CLL040 4000K Ra93 weiss Medium Beam		Ø160, ØDA152, ET137		4000K			93	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	720	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16617	DLVA-160-CLL040-940-F		LED Downlights	LED Downlights VARIO	DLVA-160-CLL040-940-F     LED Downlight VARIO CLL040 4000K Ra93 weiss Flood Beam		Ø160, ØDA152, ET137		4000K			93	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	720	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16619	DLVA-160-CLL040-850-M		LED Downlights	LED Downlights VARIO	DLVA-160-CLL040-850-M     LED Downlight VARIO CLL040 5000K Ra85 weiss Medium Beam		Ø160, ØDA152, ET137		5000K			85	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	720	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16620	DLVA-160-CLL040-850-F		LED Downlights	LED Downlights VARIO	DLVA-160-CLL040-850-F     LED Downlight VARIO CLL040 5000K Ra85 weiss Flood Beam		Ø160, ØDA152, ET137		5000K			85	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	720	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16622	DLVD-330-CLL040-827-M		LED Downlights	LED Downlights VARIO	DLVD-330-CLL040-827-M     LED Downlight VARIO DUO CLL040 2700K Ra85 weiss Medium Beam		330x165, DA322x157, ET137		2700K			85	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	1500	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16623	DLVD-330-CLL040-827-F		LED Downlights	LED Downlights VARIO	DLVD-330-CLL040-827-F     LED Downlight VARIO DUO CLL040 2700K Ra85 weiss Flood Beam		330x165, DA322x157, ET137		2700K			85	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	1500	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16625	DLVD-330-CLL040-927-M		LED Downlights	LED Downlights VARIO	DLVD-330-CLL040-927-M     LED Downlight VARIO DUO CLL040 2700K Ra93 weiss Medium Beam		330x165, DA322x157, ET137		2700K			93	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	1500	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16626	DLVD-330-CLL040-927-F		LED Downlights	LED Downlights VARIO	DLVD-330-CLL040-927-F     LED Downlight VARIO DUO CLL040 2700K Ra93 weiss Flood Beam		330x165, DA322x157, ET137		2700K			93	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	1500	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16628	DLVD-330-CLL040-830-M		LED Downlights	LED Downlights VARIO	DLVD-330-CLL040-830-M     LED Downlight VARIO DUO CLL040 3000K Ra85 weiss Medium Beam		330x165, DA322x157, ET137		3000K			85	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	1500	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16629	DLVD-330-CLL040-830-F		LED Downlights	LED Downlights VARIO	DLVD-330-CLL040-830-F     LED Downlight VARIO DUO CLL040 3000K Ra85 weiss Flood Beam		330x165, DA322x157, ET137		3000K			85	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	1500	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16631	DLVD-330-CLL040-930-M		LED Downlights	LED Downlights VARIO	DLVD-330-CLL040-930-M     LED Downlight VARIO DUO CLL040 3000K Ra93 weiss Medium Beam		330x165, DA322x157, ET137		3000K			93	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	1500	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16632	DLVD-330-CLL040-930-F		LED Downlights	LED Downlights VARIO	DLVD-330-CLL040-930-F     LED Downlight VARIO DUO CLL040 3000K Ra93 weiss Flood Beam		330x165, DA322x157, ET137		3000K			93	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	1500	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16634	DLVD-330-CLL040-840-M		LED Downlights	LED Downlights VARIO	DLVD-330-CLL040-840-M     LED Downlight VARIO DUO CLL040 4000K Ra85 weiss Medium Beam		330x165, DA322x157, ET137		4000K			85	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	1500	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16635	DLVD-330-CLL040-840-F		LED Downlights	LED Downlights VARIO	DLVD-330-CLL040-840-F     LED Downlight VARIO DUO CLL040 4000K Ra85 weiss Flood Beam		330x165, DA322x157, ET137		4000K			85	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	1500	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16637	DLVD-330-CLL040-940-M		LED Downlights	LED Downlights VARIO	DLVD-330-CLL040-940-M     LED Downlight VARIO DUO CLL040 4000K Ra93 weiss Medium Beam		330x165, DA322x157, ET137		4000K			93	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	1500	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16638	DLVD-330-CLL040-940-F		LED Downlights	LED Downlights VARIO	DLVD-330-CLL040-940-F     LED Downlight VARIO DUO CLL040 4000K Ra93 weiss Flood Beam		330x165, DA322x157, ET137		4000K			93	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	1500	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16640	DLVD-330-CLL040-850-M		LED Downlights	LED Downlights VARIO	DLVD-330-CLL040-850-M     LED Downlight VARIO DUO CLL040 5000K Ra85 weiss Medium Beam		330x165, DA322x157, ET137		5000K			85	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	1500	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16641	DLVD-330-CLL040-850-F		LED Downlights	LED Downlights VARIO	DLVD-330-CLL040-850-F     LED Downlight VARIO DUO CLL040 5000K Ra85 weiss Flood Beam		330x165, DA322x157, ET137		5000K			85	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	1500	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16642	DLVA-160-CLL040-827-W		LED Downlights	LED Downlights VARIO	DLVA-160-CLL040-827-W     LED Downlight VARIO CLL040 2700K Ra85 weiss Wide Beam		Ø160, ØDA152, ET137		2700K			85	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	720	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16643	DLVA-160-CLL040-927-W		LED Downlights	LED Downlights VARIO	DLVA-160-CLL040-927-W     LED Downlight VARIO CLL040 2700K Ra93 weiss Wide Beam		Ø160, ØDA152, ET137		2700K			93	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	720	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16644	DLVA-160-CLL040-830-W		LED Downlights	LED Downlights VARIO	DLVA-160-CLL040-830-W     LED Downlight VARIO CLL040 3000K Ra85 weiss Wide Beam		Ø160, ØDA152, ET137		3000K			85	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	720	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16645	DLVA-160-CLL040-930-W		LED Downlights	LED Downlights VARIO	DLVA-160-CLL040-930-W     LED Downlight VARIO CLL040 3000K Ra93 weiss Wide Beam		Ø160, ØDA152, ET137		3000K			93	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	720	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16646	DLVA-160-CLL040-840-W		LED Downlights	LED Downlights VARIO	DLVA-160-CLL040-840-W     LED Downlight VARIO CLL040 4000K Ra85 weiss Wide Beam		Ø160, ØDA152, ET137		4000K			85	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	720	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16647	DLVA-160-CLL040-940-W		LED Downlights	LED Downlights VARIO	DLVA-160-CLL040-940-W     LED Downlight VARIO CLL040 4000K Ra93 weiss Wide Beam		Ø160, ØDA152, ET137		4000K			93	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	720	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16648	DLVA-160-CLL040-850-W		LED Downlights	LED Downlights VARIO	DLVA-160-CLL040-850-W     LED Downlight VARIO CLL040 5000K Ra85 weiss Wide Beam		Ø160, ØDA152, ET137		5000K			85	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	720	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16649	DLVD-330-CLL040-827-W		LED Downlights	LED Downlights VARIO	DLVD-330-CLL040-827-W     LED Downlight VARIO DUO CLL040 2700K Ra85 weiss Wide Beam		330x165, DA322x157, ET137		2700K			85	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	1500	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16650	DLVD-330-CLL040-927-W		LED Downlights	LED Downlights VARIO	DLVD-330-CLL040-927-W     LED Downlight VARIO DUO CLL040 2700K Ra93 weiss Wide Beam		330x165, DA322x157, ET137		2700K			93	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	1500	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16651	DLVD-330-CLL040-830-W		LED Downlights	LED Downlights VARIO	DLVD-330-CLL040-830-W     LED Downlight VARIO DUO CLL040 3000K Ra85 weiss Wide Beam		330x165, DA322x157, ET137		3000K			85	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	1500	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16652	DLVD-330-CLL040-930-W		LED Downlights	LED Downlights VARIO	DLVD-330-CLL040-930-W     LED Downlight VARIO DUO CLL040 3000K Ra93 weiss Wide Beam		330x165, DA322x157, ET137		3000K			93	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	1500	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16653	DLVD-330-CLL040-840-W		LED Downlights	LED Downlights VARIO	DLVD-330-CLL040-840-W     LED Downlight VARIO DUO CLL040 4000K Ra85 weiss Wide Beam		330x165, DA322x157, ET137		4000K			85	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	1500	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16654	DLVD-330-CLL040-940-W		LED Downlights	LED Downlights VARIO	DLVD-330-CLL040-940-W     LED Downlight VARIO DUO CLL040 4000K Ra93 weiss Wide Beam		330x165, DA322x157, ET137		4000K			93	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	1500	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16655	DLVD-330-CLL040-850-W		LED Downlights	LED Downlights VARIO	DLVD-330-CLL040-850-W     LED Downlight VARIO DUO CLL040 5000K Ra85 weiss Wide Beam		330x165, DA322x157, ET137		5000K			85	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	1500	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16800	DLCU-170-CLL040-827-W		LED Downlights	LED Downlights CUBE	DLCU-170-CLL040-827-W     LED Downlight CUBE 170 CLL040 2700K Ra85 weiss Wide Beam		170x170, DA158x158, ET140		2700K			85	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	600	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16801	DLCU-170-CLL040-927-W		LED Downlights	LED Downlights CUBE	DLCU-170-CLL040-927-W     LED Downlight CUBE 170 CLL040 2700K Ra93 weiss Wide Beam		170x170, DA158x158, ET140		2700K			93	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	600	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16802	DLCU-170-CLL040-830-W		LED Downlights	LED Downlights CUBE	DLCU-170-CLL040-830-W     LED Downlight CUBE 170 CLL040 3000K Ra85 weiss Wide Beam		170x170, DA158x158, ET140		3000K			85	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	600	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16803	DLCU-170-CLL040-930-W		LED Downlights	LED Downlights CUBE	DLCU-170-CLL040-930-W     LED Downlight CUBE 170 CLL040 3000K Ra93 weiss Wide Beam		170x170, DA158x158, ET140		3000K			93	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	600	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16804	DLCU-170-CLL040-840-W		LED Downlights	LED Downlights CUBE	DLCU-170-CLL040-840-W     LED Downlight CUBE 170 CLL040 4000K Ra85 weiss Wide Beam		170x170, DA158x158, ET140		4000K			85	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	600	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16805	DLCU-170-CLL040-940-W		LED Downlights	LED Downlights CUBE	DLCU-170-CLL040-940-W     LED Downlight CUBE 170 CLL040 4000K Ra93 weiss Wide Beam		170x170, DA158x158, ET140		4000K			93	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	600	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16806	DLCU-170-CLL040-850-W		LED Downlights	LED Downlights CUBE	DLCU-170-CLL040-850-W     LED Downlight CUBE 170 CLL040 5000K Ra85 weiss Wide Beam		170x170, DA158x158, ET140		5000K			85	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	600	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16807	DLCU-200-CLL040-827-W		LED Downlights	LED Downlights CUBE	DLCU-200-CLL040-827-W     LED Downlight CUBE 200 CLL040 2700K Ra85 weiss Wide Beam		200x200, DA188x188, ET140		2700K			85	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	720	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16808	DLCU-200-CLL040-927-W		LED Downlights	LED Downlights CUBE	DLCU-200-CLL040-927-W     LED Downlight CUBE 200 CLL040 2700K Ra93 weiss Wide Beam		200x200, DA188x188, ET140		2700K			93	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	720	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16809	DLCU-200-CLL040-830-W		LED Downlights	LED Downlights CUBE	DLCU-200-CLL040-830-W     LED Downlight CUBE 200 CLL040 3000K Ra85 weiss Wide Beam		200x200, DA188x188, ET140		3000K			85	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	720	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16810	DLCU-200-CLL040-930-W		LED Downlights	LED Downlights CUBE	DLCU-200-CLL040-930-W     LED Downlight CUBE 200 CLL040 3000K Ra93 weiss Wide Beam		200x200, DA188x188, ET140		3000K			93	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	720	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16811	DLCU-200-CLL040-840-W		LED Downlights	LED Downlights CUBE	DLCU-200-CLL040-840-W     LED Downlight CUBE 200 CLL040 4000K Ra85 weiss Wide Beam		200x200, DA188x188, ET140		4000K			85	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	720	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16812	DLCU-200-CLL040-940-W		LED Downlights	LED Downlights CUBE	DLCU-200-CLL040-940-W     LED Downlight CUBE 200 CLL040 4000K Ra93 weiss Wide Beam		200x200, DA188x188, ET140		4000K			93	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	720	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16813	DLCU-200-CLL040-850-W		LED Downlights	LED Downlights CUBE	DLCU-200-CLL040-850-W     LED Downlight CUBE 200 CLL040 5000K Ra85 weiss Wide Beam		200x200, DA188x188, ET140		5000K			85	1	CLL040	Wide	clear	Aluminiumdruckguss	weiss	720	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16814	DLCU-200-CLL040-827-WS		LED Downlights	LED Downlights CUBE	DLCU-200-CLL040-827-WS     LED Downlight CUBE 200 CLL040 2700K Ra85 silber Wide Beam		200x200, DA188x188, ET140		2700K			85	1	CLL040	Wide	clear	Aluminiumdruckguss	silber	720	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16815	DLCU-200-CLL040-927-WS		LED Downlights	LED Downlights CUBE	DLCU-200-CLL040-927-WS     LED Downlight CUBE 200 CLL040 2700K Ra93 silber Wide Beam		200x200, DA188x188, ET140		2700K			93	1	CLL040	Wide	clear	Aluminiumdruckguss	silber	720	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16816	DLCU-200-CLL040-830-WS		LED Downlights	LED Downlights CUBE	DLCU-200-CLL040-830-WS     LED Downlight CUBE 200 CLL040 3000K Ra85 silber Wide Beam		200x200, DA188x188, ET140		3000K			85	1	CLL040	Wide	clear	Aluminiumdruckguss	silber	720	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16817	DLCU-200-CLL040-930-WS		LED Downlights	LED Downlights CUBE	DLCU-200-CLL040-930-WS     LED Downlight CUBE 200 CLL040 3000K Ra93 silber Wide Beam		200x200, DA188x188, ET140		3000K			93	1	CLL040	Wide	clear	Aluminiumdruckguss	silber	720	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16818	DLCU-200-CLL040-840-WS		LED Downlights	LED Downlights CUBE	DLCU-200-CLL040-840-WS     LED Downlight CUBE 200 CLL040 4000K Ra85 silber Wide Beam		200x200, DA188x188, ET140		4000K			85	1	CLL040	Wide	clear	Aluminiumdruckguss	silber	720	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16819	DLCU-200-CLL040-940-WS		LED Downlights	LED Downlights CUBE	DLCU-200-CLL040-940-WS     LED Downlight CUBE 200 CLL040 4000K Ra93 silber Wide Beam		200x200, DA188x188, ET140		4000K			93	1	CLL040	Wide	clear	Aluminiumdruckguss	silber	720	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16820	DLCU-200-CLL040-850-WS		LED Downlights	LED Downlights CUBE	DLCU-200-CLL040-850-WS     LED Downlight CUBE 200 CLL040 5000K Ra85 silber Wide Beam		200x200, DA188x188, ET140		5000K			85	1	CLL040	Wide	clear	Aluminiumdruckguss	silber	720	max. 700 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
17000	DLDO-R78-CLL020-827-FW		LED Downlights	LED Downlights DOT	DLDO-R78-CLL020-827-FW     LED Downlight DOT R078 CLL020 2700K Ra80 weiss Flood Beam		Ø78, ØDA68, ET35		2700K			80	1	CLL020	Flood	clear	Aluminiumdruckguss	weiss	130	250 mA / 38 VDC	0,91	IP65		0,9	45000	60 Mon.	ENEC pending, CE, RoHS
17200	DLSL-V102-MOC/M-CLL040-827-N		LED Downlights	LED Downlights SLIDE	DLSL-V102-MOC/M-CLL040-827-N     LED Downlight SLIDE V102 CLL040 2700K Ra85 weiss Narrow Beam		Ø102, BH158x219		2700K			85	1	CLL040	Narrow	clear	Aluminiumdruckguss	weiss	950	110-240 VAC / 50-60 Hz	0,95	IP20		0,9	45000	60 Mon.	ENEC pending, CE, RoHS
17201	DLSL-V102-MOC/M-CLL040-927-N		LED Downlights	LED Downlights SLIDE	DLSL-V102-MOC/M-CLL040-927-N     LED Downlight SLIDE V102 CLL040 2700K Ra93 weiss Narrow Beam		Ø102, BH158x219		2700K			93	1	CLL040	Narrow	clear	Aluminiumdruckguss	weiss	950	110-240 VAC / 50-60 Hz	0,95	IP20		0,9	45000	60 Mon.	ENEC pending, CE, RoHS
17202	DLSL-V102-MOC/M-CLL040-830-N		LED Downlights	LED Downlights SLIDE	DLSL-V102-MOC/M-CLL040-830-N     LED Downlight SLIDE V102 CLL040 3000K Ra85 weiss Narrow Beam		Ø102, BH158x219		3000K			85	1	CLL040	Narrow	clear	Aluminiumdruckguss	weiss	950	110-240 VAC / 50-60 Hz	0,95	IP20		0,9	45000	60 Mon.	ENEC pending, CE, RoHS
17203	DLSL-V102-MOC/M-CLL040-930-N		LED Downlights	LED Downlights SLIDE	DLSL-V102-MOC/M-CLL040-930-N     LED Downlight SLIDE V102 CLL040 3000K Ra93 weiss Narrow Beam		Ø102, BH158x219		3000K			93	1	CLL040	Narrow	clear	Aluminiumdruckguss	weiss	950	110-240 VAC / 50-60 Hz	0,95	IP20		0,9	45000	60 Mon.	ENEC pending, CE, RoHS
17204	DLSL-V102-MOC/M-CLL040-835-N		LED Downlights	LED Downlights SLIDE	DLSL-V102-MOC/M-CLL040-835-N     LED Downlight SLIDE V102 CLL040 3500K Ra85 weiss Narrow Beam		Ø102, BH158x219		3500K			85	1	CLL040	Narrow	clear	Aluminiumdruckguss	weiss	950	110-240 VAC / 50-60 Hz	0,95	IP20		0,9	45000	60 Mon.	ENEC pending, CE, RoHS
17205	DLSL-V102-MOC/M-CLL040-935-N		LED Downlights	LED Downlights SLIDE	DLSL-V102-MOC/M-CLL040-935-N     LED Downlight SLIDE V102 CLL040 3500K Ra93 weiss Narrow Beam		Ø102, BH158x219		3500K			93	1	CLL040	Narrow	clear	Aluminiumdruckguss	weiss	950	110-240 VAC / 50-60 Hz	0,95	IP20		0,9	45000	60 Mon.	ENEC pending, CE, RoHS
17206	DLSL-V102-MOC/M-CLL040-840-N		LED Downlights	LED Downlights SLIDE	DLSL-V102-MOC/M-CLL040-840-N     LED Downlight SLIDE V102 CLL040 4000K Ra85 weiss Narrow Beam		Ø102, BH158x219		4000K			85	1	CLL040	Narrow	clear	Aluminiumdruckguss	weiss	950	110-240 VAC / 50-60 Hz	0,95	IP20		0,9	45000	60 Mon.	ENEC pending, CE, RoHS
17207	DLSL-V102-MOC/M-CLL040-940-N		LED Downlights	LED Downlights SLIDE	DLSL-V102-MOC/M-CLL040-940-N     LED Downlight SLIDE V102 CLL040 4000K Ra93 weiss Narrow Beam		Ø102, BH158x219		4000K			93	1	CLL040	Narrow	clear	Aluminiumdruckguss	weiss	950	110-240 VAC / 50-60 Hz	0,95	IP20		0,9	45000	60 Mon.	ENEC pending, CE, RoHS
17208	DLSL-V102-MOC/M-CLL040-850-N		LED Downlights	LED Downlights SLIDE	DLSL-V102-MOC/M-CLL040-850-N     LED Downlight SLIDE V102 CLL040 5000K Ra85 weiss Narrow Beam		Ø102, BH158x219		5000K			85	1	CLL040	Narrow	clear	Aluminiumdruckguss	weiss	950	110-240 VAC / 50-60 Hz	0,95	IP20		0,9	45000	60 Mon.	ENEC pending, CE, RoHS
17210	DLSL-V102-MOC/M-CLL040-827-M		LED Downlights	LED Downlights SLIDE	DLSL-V102-MOC/M-CLL040-827-M     LED Downlight SLIDE V102 CLL040 2700K Ra85 weiss Medium Beam		Ø102, BH158x219		2700K			85	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	950	110-240 VAC / 50-60 Hz	0,95	IP20		0,9	45000	60 Mon.	ENEC pending, CE, RoHS
17211	DLSL-V102-MOC/M-CLL040-927-M		LED Downlights	LED Downlights SLIDE	DLSL-V102-MOC/M-CLL040-927-M     LED Downlight SLIDE V102 CLL040 2700K Ra93 weiss Medium Beam		Ø102, BH158x219		2700K			93	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	950	110-240 VAC / 50-60 Hz	0,95	IP20		0,9	45000	60 Mon.	ENEC pending, CE, RoHS
17212	DLSL-V102-MOC/M-CLL040-830-M		LED Downlights	LED Downlights SLIDE	DLSL-V102-MOC/M-CLL040-830-M     LED Downlight SLIDE V102 CLL040 3000K Ra85 weiss Medium Beam		Ø102, BH158x219		3000K			85	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	950	110-240 VAC / 50-60 Hz	0,95	IP20		0,9	45000	60 Mon.	ENEC pending, CE, RoHS
